sample_id,truth_vcf,query_vcf,reference,fp_bed,args,stratification_tsv,stratification_bed,reference_sdf,stratification_beds,strict_roc_order
chr21,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,,,
chr21_passonly,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--pass-only,,
chr21_region,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,-l chr21:15000000-20000000,,
chr21_passonly_region,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--pass-only -l chr21:15000000-20000000,,
chr21_artifact_controls,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--no-roc --no-write-counts --no-json -l chr21:15000000-20000000,,
chr21_unhappy,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--unhappy -l chr21:15000000-20000000,,
chr21_scmp_somatic,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--engine scmp-somatic -l chr21:15000000-20000000,,
synthetic_scmp_distance,local:assets/scmp_distance/truth.vcf,local:assets/scmp_distance/query.vcf,local:assets/scmp_distance/ref.fa,local:assets/scmp_distance/confident.bed.gz,--engine scmp-distance --scmp-distance 30 --set-gt half --no-leftshift -D,,
chr21_xcmp_controls,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--window-size 75 --xcmp-enumeration-threshold 8192 --xcmp-expand-hapblocks 45 -l chr21:15000000-20000000,,
chr21_preprocess_controls,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--preprocess-truth --preprocessing-window-size 4096 --no-adjust-conf-regions -l chr21:15000000-20000000,,
chr21_filtered_truth,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--usefiltered-truth -l chr21:15000000-20000000,,
synthetic_filtered_truth_roc,local:assets/fixtures/roc-filtered-truth/truth.vcf,local:assets/fixtures/roc-filtered-truth/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/roc-filtered-truth/confident.bed,--usefiltered-truth,,,,,true
chr21_output_metadata,example/happy/PG_NA12878_chr21.vcf.gz,example/happy/NA12878_chr21.vcf.gz,example/chr21.fa,example/happy/PG_Conf_chr21.bed.gz,--output-vtc --preserve-info -l chr21:15000000-20000000,,
matrix_bcf,local:assets/fixtures/happy-matrix/truth.vcf,local:assets/fixtures/happy-matrix/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--bcf,,
matrix_implicit_bcf,local:assets/fixtures/pre-matrix/input.bcf,local:assets/fixtures/pre-matrix/input.bcf,local:assets/fixtures/pre-matrix/reference.fa,local:assets/fixtures/pre-matrix/all.bed,,,
matrix_gvcf_conversion,local:assets/fixtures/happy-matrix/truth.g.vcf,local:assets/fixtures/happy-matrix/query.g.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--convert-gvcf-truth --convert-gvcf-query --filter-nonref --preprocess-truth,,
matrix_restrict_filters,local:assets/fixtures/happy-matrix/truth.vcf,local:assets/fixtures/happy-matrix/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--filters-only LowQual -R confident.bed,,
matrix_targets,local:assets/fixtures/happy-matrix/truth.vcf,local:assets/fixtures/happy-matrix/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,-T confident.bed,,
matrix_roc_stratification,local:assets/fixtures/happy-matrix/truth.vcf,local:assets/fixtures/happy-matrix/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--roc INFO.SCORE --roc-filter LowQual --roc-regions EXTRA --roc-delta 5 --ci-alpha 0.05 --stratification-region EXTRA:confident.bed --preserve-info,,
matrix_gt_fix_normalize,local:assets/fixtures/happy-matrix/numeric-truth.vcf,local:assets/fixtures/happy-matrix/numeric-query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--fixchr --set-gt hom --preprocess-truth --decompose --bcftools-norm,,
matrix_scmp_default_first,local:assets/fixtures/happy-matrix/numeric-truth.vcf,local:assets/fixtures/happy-matrix/numeric-query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--engine scmp-distance --lose-match-distance 7 --fixchr --no-leftshift --no-decompose,,
matrix_vcfeval_real,local:assets/scmp_distance/truth.vcf,local:assets/scmp_distance/query.vcf,local:assets/scmp_distance/ref.fa,local:assets/scmp_distance/confident.bed,--engine vcfeval --scmp-distance 7 --no-leftshift -D,,,local:assets/scmp_distance/ref.sdf.tar.gz
matrix_vcfeval_paths,local:assets/fixtures/vcfeval-matrix/truth.vcf,local:assets/fixtures/vcfeval-matrix/query.vcf,local:assets/fixtures/vcfeval-matrix/ref.fa,local:assets/fixtures/vcfeval-matrix/confident.bed,--engine vcfeval --scmp-distance 4 --no-leftshift -D --no-adjust-conf-regions,,,local:assets/fixtures/vcfeval-matrix/ref.sdf.tar.gz
matrix_vcfeval_pass_only,local:assets/fixtures/vcfeval-matrix/truth.vcf,local:assets/fixtures/vcfeval-matrix/query.vcf,local:assets/fixtures/vcfeval-matrix/ref.fa,local:assets/fixtures/vcfeval-matrix/confident.bed,--engine vcfeval --scmp-distance 4 --no-leftshift -D --no-adjust-conf-regions --pass-only,,,local:assets/fixtures/vcfeval-matrix/ref.sdf.tar.gz
matrix_vcfeval_custom_roc,local:assets/fixtures/vcfeval-matrix/truth.vcf,local:assets/fixtures/vcfeval-matrix/query.vcf,local:assets/fixtures/vcfeval-matrix/ref.fa,local:assets/fixtures/vcfeval-matrix/confident.bed,--engine vcfeval --scmp-distance 4 --no-leftshift -D --no-adjust-conf-regions --roc INFO.SCORE,,,local:assets/fixtures/vcfeval-matrix/ref.sdf.tar.gz
matrix_vcfeval_bcf,local:assets/fixtures/vcfeval-matrix/truth.vcf,local:assets/fixtures/vcfeval-matrix/query.vcf,local:assets/fixtures/vcfeval-matrix/ref.fa,local:assets/fixtures/vcfeval-matrix/confident.bed,--engine vcfeval --scmp-distance 4 --no-leftshift -D --no-adjust-conf-regions --bcf,,,local:assets/fixtures/vcfeval-matrix/ref.sdf.tar.gz
matrix_stratification_tsv_fixchr,local:assets/fixtures/happy-matrix/numeric-truth.vcf,local:assets/fixtures/happy-matrix/numeric-query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--fixchr --stratification stratification/regions.tsv --stratification-fixchr -V,local:assets/fixtures/stratification/happy/regions.tsv,local:assets/fixtures/stratification/happy/focus.bed
matrix_stratification_tsv_multiple_beds,local:assets/fixtures/happy-matrix/numeric-truth.vcf,local:assets/fixtures/happy-matrix/numeric-query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--fixchr --stratification stratification/regions.tsv --stratification-fixchr -V,local:assets/fixtures/stratification/happy-multi/regions.tsv,,,local:assets/fixtures/stratification/happy-multi/substitutions.bed;local:assets/fixtures/stratification/happy-multi/indels.bed
matrix_write_vcf_vtc_counts,local:assets/fixtures/happy-matrix/truth.vcf,local:assets/fixtures/happy-matrix/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,-V --output-vtc --preserve-info --no-write-counts -X,,
matrix_gvcf_conversion_both,local:assets/fixtures/happy-matrix/truth.g.vcf,local:assets/fixtures/happy-matrix/query.g.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--convert-gvcf-to-vcf --preprocess-truth,,
matrix_gender_male,local:assets/fixtures/pre-gender.vcf,local:assets/fixtures/pre-gender.vcf,local:assets/fixtures/pre-gender.fa,local:assets/fixtures/pre-gender.bed,--gender male --preprocess-truth -V,,
matrix_somatic_mode,local:assets/fixtures/happy-matrix/numeric-truth.vcf,local:assets/fixtures/happy-matrix/numeric-query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/happy-matrix/confident.bed,--somatic --preprocess-truth --gender none -V,,
hg001_graph_record_order,local:assets/fixtures/hg001-graph-record-order/truth.vcf,local:assets/fixtures/hg001-graph-record-order/query.vcf,local:assets/fixtures/happy-matrix/ref.fa,local:assets/fixtures/hg001-graph-record-order/confident.bed,--no-json --no-roc --no-write-counts -V --gender none,,,,,
hg001_float_rendering,local:assets/fixtures/germline-output-parity/truth.vcf,local:assets/fixtures/germline-output-parity/query.vcf,local:assets/fixtures/germline-output-parity/ref.fa,local:assets/fixtures/germline-output-parity/confident.bed,--no-roc --gender none,,,,,
